zip_code,total,non_hispanic_tot,Not Hispanic or Latino householder: - Householder who is White alone,Not Hispanic or Latino householder: - Householder who is Black or African American alone,Not Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Not Hispanic or Latino householder: - Householder who is Asian alone,Not Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino householder: - Householder who is Some other race alone,Not Hispanic or Latino householder: - Householder who is Two or more races,hispanic_tot,Hispanic or Latino householder: - Householder who is White alone,Hispanic or Latino householder: - Householder who is Black or African American alone,Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Hispanic or Latino householder: - Householder who is Asian alone,Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino householder: - Householder who is Some other race alone,Hispanic or Latino householder: - Householder who is Two or more races,Id_zip,per_capita_income_2017_estimate,per_capita_income_2017_margin,white_tot,black_tot,indian_tot,asian_tot,native_tot,other_tot,mixed_tot,chinese_count,ch_tot_review_ct,ch_avg_review_ct,ch_avg_rating,mexican_count,mx_tot_review_ct,mx_avg_review_ct,mx_avg_rating,fastfood_count,ff_tot_review_ct,ff_avg_review_ct,ff_avg_rating
91606,14717,8083,5931,737,40,693,15,44,623,6634,2774,40,64,12,5,3250,489,8600000US91606,22619.0,1244.0,14717,8705,777,104,705,20,3294,20,2156,107.8,3.45,98,18524,189.02,3.97,52,9020,173.46,5.19
98116,10571,10276,9422,153,76,352,16,21,236,295,166,6,8,2,2,80,31,8600000US98116,60743.0,3890.0,10571,9588,159,84,354,18,101,4,659,164.75,3.38,13,2689,206.85,3.58,6,558,93.0,2.92
13035,2919,2890,2855,12,3,8,1,0,11,29,22,1,0,0,0,3,3,8600000US13035,38814.0,3486.0,2919,2877,13,3,8,1,3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
78516,7193,1961,1910,7,6,5,0,2,31,5232,4446,2,6,1,1,671,105,8600000US78516,12323.0,1038.0,7193,6356,9,12,6,1,673,0,0,0.0,0.0,2,2,1.0,4.5,0,0,0.0,0.0
50125,6296,6263,6200,16,10,14,0,2,21,33,18,0,1,0,0,9,5,8600000US50125,31316.0,1651.0,6296,6218,16,11,14,0,11,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
60610,28638,27683,20463,5399,32,1350,20,29,390,955,615,55,10,5,0,216,54,8600000US60610,80153.0,4345.0,28638,21078,5454,42,1355,20,245,45,8295,184.33,3.34,115,75081,652.88,4.73,196,36892,188.22,3.71
44138,7303,7224,7051,80,2,56,0,1,34,79,47,1,0,1,1,24,5,8600000US44138,35954.0,2402.0,7303,7098,81,2,57,1,25,2,30,15.0,2.5,2,88,44.0,3.75,2,6,3.0,2.25
51503,13048,12856,12677,54,27,43,2,3,50,192,107,4,4,0,0,64,13,8600000US51503,32713.0,1275.0,13048,12784,58,31,43,2,67,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
29323,5157,5106,4472,553,14,36,1,1,29,51,31,2,1,1,0,14,2,8600000US29323,23231.0,2650.0,5157,4503,555,15,37,1,15,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
04605,4614,4598,4519,2,23,11,2,2,39,16,10,0,0,0,0,5,1,8600000US04605,29297.0,1697.0,4614,4529,2,23,11,2,7,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
77045,7462,5673,465,5095,14,63,1,4,31,1789,732,22,16,0,2,907,110,8600000US77045,18438.0,1333.0,7462,1197,5117,30,63,3,911,2,11,5.5,3.25,3,30,10.0,3.17,8,55,6.88,2.5
01851,10164,9286,6502,323,20,2174,1,33,233,878,437,49,4,3,3,318,64,8600000US01851,24920.0,1496.0,10164,6939,372,24,2177,4,351,17,1004,59.06,3.35,5,445,89.0,3.1,16,241,15.06,2.56
75442,2627,2438,2263,138,15,2,0,0,20,189,102,2,7,0,0,67,11,8600000US75442,28754.0,3032.0,2627,2365,140,22,2,0,67,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
14589,2924,2886,2734,119,10,6,0,1,16,38,22,1,1,0,0,11,3,8600000US14589,28357.0,3248.0,2924,2756,120,11,6,0,12,0,0,0.0,0.0,0,0,0.0,0.0,2,4,2.0,2.5
76082,5073,4881,4766,17,37,7,2,2,50,192,99,2,1,1,0,78,11,8600000US76082,25020.0,1567.0,5073,4865,19,38,8,2,80,2,8,4.0,2.0,4,55,13.75,4.12,3,21,7.0,2.67
30534,6408,6346,6237,14,25,12,2,0,56,62,35,0,0,0,0,25,2,8600000US30534,30000.0,2528.0,6408,6272,14,25,12,2,25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
92314,3918,3619,3446,21,30,15,1,3,103,299,185,2,6,1,0,84,21,8600000US92314,26470.0,2361.0,3918,3631,23,36,16,1,87,0,0,0.0,0.0,3,206,68.67,4.0,0,0,0.0,0.0
43609,10439,9451,7981,1191,51,103,0,8,117,988,413,19,15,2,0,463,76,8600000US43609,14498.0,1117.0,10439,8394,1210,66,105,0,471,0,0,0.0,0.0,3,75,25.0,3.0,4,20,5.0,2.12
95212,2572,2279,1988,40,22,157,6,2,64,293,133,1,8,2,0,127,22,8600000US95212,24992.0,2357.0,2572,2121,41,30,159,6,129,0,0,0.0,0.0,3,148,49.33,4.0,0,0,0.0,0.0
08691,4274,4191,3920,114,3,125,0,6,23,83,61,1,0,0,0,15,6,8600000US08691,54319.0,4172.0,4274,3981,115,3,125,0,21,2,80,40.0,2.75,2,50,25.0,3.75,9,144,16.0,3.33
46016,8889,8704,6454,2093,40,17,0,8,92,185,96,10,3,0,0,66,10,8600000US46016,15071.0,1156.0,8889,6550,2103,43,17,0,74,4,71,17.75,3.88,5,90,18.0,3.4,10,85,8.5,3.05
02169,23770,23308,20418,622,42,1817,4,80,325,462,277,27,2,4,0,122,30,8600000US02169,37060.0,1543.0,23770,20695,649,44,1821,4,202,26,2388,91.85,3.31,6,819,136.5,3.17,15,631,42.07,2.33
27018,2912,2853,2762,67,9,5,0,1,9,59,27,1,0,0,0,29,2,8600000US27018,23795.0,2205.0,2912,2789,68,9,5,0,30,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,3.0
07446,5324,5217,4885,39,5,257,0,4,27,107,76,1,1,2,0,18,9,8600000US07446,63599.0,5017.0,5324,4961,40,6,259,0,22,5,184,36.8,3.1,3,195,65.0,3.17,11,334,30.36,2.82
92886,13208,12090,10823,112,36,914,11,19,175,1118,762,8,18,1,1,277,51,8600000US92886,48999.0,2195.0,13208,11585,120,54,915,12,296,2,306,153.0,3.5,19,2165,113.95,3.82,11,666,60.55,2.77
91350,12884,11553,10510,198,40,543,13,24,225,1331,821,7,17,11,0,396,79,8600000US91350,37680.0,1501.0,12884,11331,205,57,554,13,420,3,249,83.0,3.17,10,1822,182.2,3.35,12,764,63.67,2.67
94578,13949,11437,6210,2564,79,1992,81,34,477,2512,1073,48,38,33,5,1094,221,8600000US94578,26624.0,1402.0,13949,7283,2612,117,2025,86,1128,30,4150,138.33,3.3,36,4387,121.86,3.58,29,1769,61.0,2.55
01501,6302,6266,6171,29,5,34,2,2,23,36,27,0,1,0,0,4,4,8600000US01501,38476.0,1385.0,6302,6198,29,6,34,2,6,1,85,85.0,2.5,3,124,41.33,2.67,5,48,9.6,2.6
