zip_code,total,non_hispanic_tot,Not Hispanic or Latino householder: - Householder who is White alone,Not Hispanic or Latino householder: - Householder who is Black or African American alone,Not Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Not Hispanic or Latino householder: - Householder who is Asian alone,Not Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino householder: - Householder who is Some other race alone,Not Hispanic or Latino householder: - Householder who is Two or more races,hispanic_tot,Hispanic or Latino householder: - Householder who is White alone,Hispanic or Latino householder: - Householder who is Black or African American alone,Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Hispanic or Latino householder: - Householder who is Asian alone,Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino householder: - Householder who is Some other race alone,Hispanic or Latino householder: - Householder who is Two or more races,Id_zip,per_capita_income_2017_estimate,per_capita_income_2017_margin,white_tot,black_tot,indian_tot,asian_tot,native_tot,other_tot,mixed_tot
01510,5597,5142,4914,91,5,53,1,20,58,455,184,36,3,1,0,199,32,8600000US01510,33410.0,2325.0,5597,5098,127,8,54,1,219
63031,19000,18805,16579,1943,27,107,3,9,137,195,129,4,3,2,0,43,14,8600000US63031,26785.0,899.0,19000,16708,1947,30,109,3,52
79706,5316,4059,3968,25,24,6,1,1,34,1257,769,4,6,1,1,424,52,8600000US79706,29206.0,2499.0,5316,4737,29,30,7,2,425
33759,8471,8018,7176,563,19,177,7,5,71,453,281,21,5,2,0,116,28,8600000US33759,30095.0,2003.0,8471,7457,584,24,179,7,121
21801,9698,9494,5825,3459,24,115,0,5,66,204,107,13,2,1,1,64,16,8600000US21801,30238.0,2781.0,9698,5932,3472,26,116,1,69
53208,12905,12360,5415,6059,107,537,8,14,220,545,253,45,8,4,0,183,52,8600000US53208,20378.0,1304.0,12905,5668,6104,115,541,8,197
53575,4779,4753,4693,17,3,23,0,2,15,26,21,0,0,0,0,3,2,8600000US53575,40711.0,2497.0,4779,4714,17,3,23,0,5
29655,2956,2946,2569,357,6,0,0,0,14,10,4,4,0,0,0,2,0,8600000US29655,20911.0,2167.0,2956,2573,361,6,0,0,2
98550,4607,4491,4237,14,122,35,3,1,79,116,57,2,2,3,0,41,11,8600000US98550,25399.0,2372.0,4607,4294,16,124,38,3,42
98022,7966,7784,7501,13,93,48,8,8,113,182,91,1,4,1,0,65,20,8600000US98022,33922.0,1748.0,7966,7592,14,97,49,8,73
77003,2518,745,128,564,3,34,0,4,12,1773,763,8,10,0,0,909,83,8600000US77003,37760.0,3356.0,2518,891,572,13,34,0,913
77096,14178,12687,9114,2678,11,702,0,34,148,1491,745,34,13,2,0,637,60,8600000US77096,41286.0,2223.0,14178,9859,2712,24,704,0,671
38063,6417,6359,4448,1853,24,11,0,3,20,58,17,12,0,1,0,22,6,8600000US38063,18334.0,1193.0,6417,4465,1865,24,12,0,25
37407,3235,3188,2275,844,23,10,1,1,34,47,22,2,0,0,1,19,3,8600000US37407,10961.0,1390.0,3235,2297,846,23,10,2,20
07070,7055,6579,5694,162,2,637,2,6,76,476,372,2,0,0,0,83,19,8600000US07070,45956.0,3320.0,7055,6066,164,2,637,2,89
37130,16955,16523,13648,2432,55,227,4,14,143,432,169,11,1,1,1,224,25,8600000US37130,25920.0,1294.0,16955,13817,2443,56,228,5,238
04106,10127,10045,9759,50,28,125,4,3,76,82,50,4,2,1,0,17,8,8600000US04106,33622.0,1983.0,10127,9809,54,30,126,4,20
08110,5131,4207,2359,1490,33,226,2,8,89,924,311,41,5,3,0,520,44,8600000US08110,24171.0,1719.0,5131,2670,1531,38,229,2,528
13367,3191,3180,3130,12,10,15,2,0,11,11,6,0,0,0,0,5,0,8600000US13367,27322.0,2172.0,3191,3136,12,10,15,2,5
54880,12907,12838,12392,47,240,54,1,1,103,69,38,1,3,0,0,18,9,8600000US54880,26378.0,969.0,12907,12430,48,243,54,1,19
91701,12609,10463,8667,758,41,690,17,23,267,2146,1090,8,34,11,4,863,136,8600000US91701,34745.0,1498.0,12609,9757,766,75,701,21,886
45214,4813,4745,1526,3104,12,31,5,10,57,68,18,15,3,2,0,25,5,8600000US45214,13264.0,1227.0,4813,1544,3119,15,33,5,35
77627,8537,8163,7926,57,31,90,2,2,55,374,239,1,4,0,0,113,17,8600000US77627,36934.0,3945.0,8537,8165,58,35,90,2,115
07462,2565,2487,2429,22,2,20,1,1,12,78,54,1,0,0,0,19,4,8600000US07462,38957.0,3083.0,2565,2483,23,2,20,1,20
37303,9669,9523,8849,512,21,81,1,2,57,146,63,7,1,0,2,67,6,8600000US37303,22915.0,2437.0,9669,8912,519,22,81,3,69
74033,3095,3035,2475,56,341,23,1,1,138,60,35,0,0,0,0,21,4,8600000US74033,25734.0,1521.0,3095,2510,56,341,23,1,22
11953,4609,4345,3734,437,4,88,2,11,69,264,159,16,1,0,0,72,16,8600000US11953,34315.0,1800.0,4609,3893,453,5,88,2,83
31522,6756,6682,6394,210,8,43,2,1,24,74,59,2,2,0,0,7,4,8600000US31522,52632.0,4604.0,6756,6453,212,10,43,2,8
93702,11822,4819,2468,600,110,1352,6,12,271,7003,2000,29,150,23,3,4424,374,8600000US93702,10464.0,483.0,11822,4468,629,260,1375,9,4436
99577,7254,7070,6526,134,163,82,11,16,138,184,107,2,5,3,0,56,11,8600000US99577,39251.0,2182.0,7254,6633,136,168,85,11,72
33957,3068,3040,3004,14,1,6,2,1,12,28,24,0,0,0,0,1,3,8600000US33957,81296.0,8973.0,3068,3028,14,1,6,2,2
41017,14901,14799,14458,128,13,136,3,4,57,102,67,0,1,0,0,28,6,8600000US41017,39589.0,1874.0,14901,14525,128,14,136,3,32
28208,13083,12620,3048,9119,65,250,1,11,126,463,177,30,3,5,0,203,45,8600000US28208,17381.0,872.0,13083,3225,9149,68,255,1,214
94583,16779,15850,13023,313,55,2082,41,32,304,929,598,2,9,12,0,253,55,8600000US94583,54591.0,2339.0,16779,13621,315,64,2094,41,285
28092,13266,12504,11492,892,27,31,2,4,56,762,477,9,2,0,0,217,57,8600000US28092,22380.0,1093.0,13266,11969,901,29,31,2,221
35204,6014,5942,116,5793,5,3,0,1,24,72,26,20,1,0,0,21,4,8600000US35204,15479.0,1301.0,6014,142,5813,6,3,0,22
01057,3050,3033,2990,13,7,3,1,3,16,17,11,1,0,0,0,2,3,8600000US01057,35989.0,2011.0,3050,3001,14,7,3,1,5
41075,7067,7034,6897,44,8,42,0,7,36,33,24,0,0,0,0,6,3,8600000US41075,40357.0,2631.0,7067,6921,44,8,42,0,13
26037,2999,2992,2965,6,6,1,0,0,14,7,7,0,0,0,0,0,0,8600000US26037,27543.0,2184.0,2999,2972,6,6,1,0,0
77539,9846,8296,6959,1013,50,155,1,19,99,1550,688,11,14,3,1,755,78,8600000US77539,30591.0,1407.0,9846,7647,1024,64,158,2,774
68434,2918,2898,2870,8,4,8,1,0,7,20,12,0,1,0,0,7,0,8600000US68434,28154.0,1517.0,2918,2882,8,5,8,1,7
80211,13844,7235,6641,190,117,114,8,24,141,6609,2795,25,168,14,7,3253,347,8600000US80211,48777.0,3362.0,13844,9436,215,285,128,15,3277
43311,7459,7410,7021,265,8,45,2,1,68,49,22,1,2,0,0,19,5,8600000US43311,25666.0,1631.0,7459,7043,266,10,45,2,20
32720,10313,9945,8520,1234,34,53,1,5,98,368,220,10,1,2,0,114,21,8600000US32720,22228.0,1484.0,10313,8740,1244,35,55,1,119
01119,4694,4287,3304,842,11,45,0,7,78,407,116,24,4,1,0,236,26,8600000US01119,22681.0,2070.0,4694,3420,866,15,46,0,243
13365,3732,3718,3670,8,6,18,0,0,16,14,10,1,0,0,0,2,1,8600000US13365,24841.0,2493.0,3732,3680,9,6,18,0,2
33912,13376,12882,12557,114,21,106,0,5,79,494,346,10,1,1,0,115,21,8600000US33912,45586.0,3101.0,13376,12903,124,22,107,0,120
33063,22715,20316,18016,1419,22,415,7,67,370,2399,1832,45,7,3,0,338,174,8600000US33063,25706.0,1339.0,22715,19848,1464,29,418,7,405
17074,2776,2759,2735,3,4,2,0,2,13,17,11,1,1,0,0,4,0,8600000US17074,27782.0,1395.0,2776,2746,4,5,2,0,6
60154,6968,6725,6099,412,3,167,1,5,38,243,150,0,1,1,0,80,11,8600000US60154,37341.0,2663.0,6968,6249,412,4,168,1,85
33308,16001,15193,14827,97,13,133,7,16,100,808,697,6,3,1,0,65,36,8600000US33308,65669.0,5436.0,16001,15524,103,16,134,7,81
45102,7086,7040,6890,46,20,21,0,3,60,46,25,1,1,0,0,14,5,8600000US45102,28308.0,1985.0,7086,6915,47,21,21,0,17
32226,3013,2971,2892,40,14,9,0,0,16,42,38,0,0,0,0,1,3,8600000US32226,31576.0,2983.0,3013,2930,40,14,9,0,1
38478,7233,7173,6022,1050,14,38,0,0,49,60,39,5,1,0,0,12,3,8600000US38478,23134.0,1861.0,7233,6061,1055,15,38,0,12
26836,2515,2499,2397,80,4,3,0,0,15,16,9,4,0,0,0,2,1,8600000US26836,21115.0,3619.0,2515,2406,84,4,3,0,2
01564,2573,2559,2528,12,3,9,0,2,5,14,9,1,1,0,0,2,1,8600000US01564,43640.0,5155.0,2573,2537,13,4,9,0,4
15044,8192,8159,8056,30,4,56,0,2,11,33,27,1,1,0,0,3,1,8600000US15044,46824.0,3100.0,8192,8083,31,5,56,0,5
98841,3332,3153,2458,4,578,17,1,4,91,179,27,0,12,0,1,125,14,8600000US98841,24594.0,2729.0,3332,2485,4,590,17,2,129
92507,16579,11509,6903,2132,72,1815,40,63,484,5070,1583,49,69,13,4,3069,283,8600000US92507,18793.0,972.0,16579,8486,2181,141,1828,44,3132
94619,8941,8003,3400,2858,45,1419,27,14,240,938,359,25,15,9,1,444,85,8600000US94619,42503.0,2886.0,8941,3759,2883,60,1428,28,458
62232,2758,2694,2540,112,10,12,0,0,20,64,38,1,1,0,0,19,5,8600000US62232,33429.0,7970.0,2758,2578,113,11,12,0,19
65203,18673,18390,15655,1809,64,602,7,16,237,283,169,12,3,1,0,73,25,8600000US65203,37335.0,1737.0,18673,15824,1821,67,603,7,89
60068,14181,13917,13548,19,3,292,6,6,43,264,179,2,1,1,1,70,10,8600000US60068,51808.0,1988.0,14181,13727,21,4,293,7,76
98374,10189,9896,9137,190,88,251,31,18,181,293,155,4,2,6,0,102,24,8600000US98374,33386.0,1714.0,10189,9292,194,90,257,31,120
80919,10422,10027,9300,178,30,384,6,10,119,395,256,3,7,1,2,99,27,8600000US80919,44662.0,1987.0,10422,9556,181,37,385,8,109
47909,11543,11012,10546,281,21,92,3,1,68,531,239,2,6,0,0,256,28,8600000US47909,27980.0,1425.0,11543,10785,283,27,92,3,257
30504,5179,4207,3783,268,13,113,0,0,30,972,427,5,8,4,22,459,47,8600000US30504,20703.0,1635.0,5179,4210,273,21,117,22,459
35805,9481,9221,5714,3092,68,172,11,3,161,260,121,22,4,3,0,89,21,8600000US35805,15165.0,1489.0,9481,5835,3114,72,175,11,92
18704,14284,14215,14003,78,14,65,1,5,49,69,47,3,0,0,0,15,4,8600000US18704,28259.0,1413.0,14284,14050,81,14,65,1,20
60467,6856,6720,6497,44,0,140,1,5,33,136,115,0,0,1,0,14,6,8600000US60467,45380.0,2700.0,6856,6612,44,0,141,1,19
74137,8458,8280,7523,248,166,158,3,10,172,178,112,4,3,1,0,49,9,8600000US74137,53614.0,2782.0,8458,7635,252,169,159,3,59
06351,4427,4377,4215,45,27,34,0,3,53,50,30,0,1,0,0,15,4,8600000US06351,33284.0,2972.0,4427,4245,45,28,34,0,18
48074,3117,3093,3020,33,9,3,1,1,26,24,16,0,2,0,0,6,0,8600000US48074,26586.0,2567.0,3117,3036,33,11,3,1,7
33990,8679,7953,7574,191,22,88,5,3,70,726,481,21,1,0,0,184,39,8600000US33990,23592.0,1763.0,8679,8055,212,23,88,5,187
30309,11495,11157,9033,1600,17,341,1,25,140,338,214,19,0,2,0,73,30,8600000US30309,73481.0,5156.0,11495,9247,1619,17,343,1,98
29568,2978,2896,1657,1203,13,6,0,1,16,82,35,2,1,0,0,40,4,8600000US29568,23508.0,2065.0,2978,1692,1205,14,6,0,41
47546,7495,7377,7328,11,4,13,2,0,19,118,52,1,0,1,0,55,9,8600000US47546,31423.0,2864.0,7495,7380,12,4,14,2,55
47119,3419,3399,3369,6,6,9,0,0,9,20,16,0,0,0,0,4,0,8600000US47119,44732.0,4225.0,3419,3385,6,6,9,0,4
08879,8156,7730,6966,307,10,321,3,12,111,426,246,15,1,1,0,128,35,8600000US08879,36166.0,2328.0,8156,7212,322,11,322,3,140
99801,10617,10373,8507,90,978,368,26,15,389,244,135,1,13,1,1,71,22,8600000US99801,41968.0,2624.0,10617,8642,91,991,369,27,86
30306,11452,11164,10141,638,19,206,4,14,142,288,206,14,1,3,0,51,13,8600000US30306,75003.0,5123.0,11452,10347,652,20,209,4,65
64123,3881,3015,2530,224,28,141,3,8,81,866,372,5,10,3,3,432,41,8600000US64123,16819.0,1827.0,3881,2902,229,38,144,6,440
44311,3465,3407,1852,1294,17,158,1,5,80,58,30,8,1,1,0,12,6,8600000US44311,12968.0,2824.0,3465,1882,1302,18,159,1,17
77316,3286,3127,2986,85,19,8,1,1,27,159,80,0,1,2,0,64,12,8600000US77316,40673.0,3426.0,3286,3066,85,20,10,1,65
08070,5223,5164,5029,58,13,36,1,2,25,59,35,2,1,0,0,18,3,8600000US08070,34673.0,7225.0,5223,5064,60,14,36,1,20
29379,8123,8083,5701,2319,17,15,1,0,30,40,23,10,0,0,0,6,1,8600000US29379,21388.0,1697.0,8123,5724,2329,17,15,1,6
60042,3082,2932,2860,18,4,33,0,1,16,150,86,0,0,0,0,55,9,8600000US60042,32483.0,1920.0,3082,2946,18,4,33,0,56
35062,2900,2894,2741,87,13,3,1,0,49,6,5,0,0,0,0,1,0,8600000US35062,26241.0,4001.0,2900,2746,87,13,3,1,1
84105,9582,9134,8660,67,62,189,32,7,117,448,225,5,6,2,1,176,33,8600000US84105,43239.0,2210.0,9582,8885,72,68,191,33,183
