zip_code,total,non_hispanic_tot,Not Hispanic or Latino householder: - Householder who is White alone,Not Hispanic or Latino householder: - Householder who is Black or African American alone,Not Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Not Hispanic or Latino householder: - Householder who is Asian alone,Not Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino householder: - Householder who is Some other race alone,Not Hispanic or Latino householder: - Householder who is Two or more races,hispanic_tot,Hispanic or Latino householder: - Householder who is White alone,Hispanic or Latino householder: - Householder who is Black or African American alone,Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Hispanic or Latino householder: - Householder who is Asian alone,Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino householder: - Householder who is Some other race alone,Hispanic or Latino householder: - Householder who is Two or more races,Id_zip,per_capita_income_2017_estimate,per_capita_income_2017_margin,white_tot,black_tot,indian_tot,asian_tot,native_tot,other_tot,mixed_tot,chinese_count,ch_tot_review_ct,ch_avg_review_ct,ch_avg_rating,mexican_count,mx_tot_review_ct,mx_avg_review_ct,mx_avg_rating,fastfood_count,ff_tot_review_ct,ff_avg_review_ct,ff_avg_rating
15071,3873,3837,3626,87,5,100,0,1,18,36,28,2,0,2,0,3,1,8600000US15071,39214.0,2370.0,3873,3654,89,5,102,0,4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
28104,6625,6538,6124,280,27,50,0,5,52,87,57,0,1,0,0,27,2,8600000US28104,45050.0,2599.0,6625,6181,280,28,50,0,32,3,73,24.33,3.83,3,280,93.33,3.5,9,104,11.56,2.78
46323,9265,8142,6793,1179,19,55,3,6,87,1123,642,11,7,2,2,404,55,8600000US46323,21186.0,1411.0,9265,7435,1190,26,57,5,410,3,45,15.0,2.83,10,95,9.5,4.0,15,125,8.33,2.57
60077,10081,9656,7634,231,4,1620,2,9,156,425,259,5,6,8,0,121,26,8600000US60077,28714.0,2397.0,10081,7893,236,10,1628,2,130,7,591,84.43,3.29,14,1654,118.14,3.5,26,1186,45.62,3.0
46619,7465,6642,4732,1803,16,18,0,2,71,823,240,5,11,0,1,527,39,8600000US46619,16613.0,1117.0,7465,4972,1808,27,18,1,529,2,11,5.5,3.0,4,77,19.25,2.5,10,42,4.2,2.15
92879,13481,9435,6870,1037,69,1031,33,24,371,4046,1640,31,53,15,5,2055,247,8600000US92879,25041.0,1117.0,13481,8510,1068,122,1046,38,2079,7,826,118.0,3.14,27,4288,158.81,3.7,31,2236,72.13,2.74
85254,18586,18004,17225,202,41,347,11,13,165,582,405,7,3,5,0,127,35,8600000US85254,48595.0,2568.0,18586,17630,209,44,352,11,140,4,664,166.0,3.25,10,1928,192.8,3.55,17,974,57.29,3.26
34759,2562,1770,1356,321,6,23,3,11,50,792,508,39,8,1,1,183,52,8600000US34759,17552.0,1341.0,2562,1864,360,14,24,4,194,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
07901,8507,7972,7258,333,6,328,1,3,43,535,416,8,4,2,0,72,33,8600000US07901,81398.0,5610.0,8507,7674,341,10,330,1,75,5,135,27.0,3.1,2,17,8.5,3.0,3,40,13.33,2.83
06029,5192,5136,4993,49,12,55,1,3,23,56,35,3,0,2,0,14,2,8600000US06029,44475.0,4854.0,5192,5028,52,12,57,1,17,3,77,25.67,3.67,0,0,0.0,0.0,2,18,9.0,3.25
47012,3504,3493,3468,1,4,5,0,0,15,11,9,0,0,0,0,0,2,8600000US47012,25507.0,1776.0,3504,3477,1,4,5,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
06374,3154,3098,3020,21,11,16,0,1,29,56,41,0,0,0,0,14,1,8600000US06374,30557.0,2327.0,3154,3061,21,11,16,0,15,2,27,13.5,3.75,0,0,0.0,0.0,2,10,5.0,1.75
52732,11991,11870,11426,294,32,51,0,4,63,121,73,1,4,1,0,36,6,8600000US52732,26377.0,1384.0,11991,11499,295,36,52,0,40,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
11385,34852,24313,21441,378,25,1603,1,77,788,10539,3777,215,69,26,7,5747,698,8600000US11385,27568.0,749.0,34852,25218,593,94,1629,8,5824,90,2596,28.84,3.94,63,5534,87.84,6.11,48,720,15.0,2.79
93648,2824,307,192,0,13,85,0,0,17,2517,835,7,47,4,1,1521,102,8600000US93648,11297.0,1371.0,2824,1027,7,60,89,1,1521,1,12,12.0,4.0,10,51,5.1,4.0,1,1,1.0,4.0
24477,3254,3233,3115,89,6,4,2,1,16,21,13,0,0,0,0,8,0,8600000US24477,26828.0,2040.0,3254,3128,89,6,4,2,9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
98502,10671,10359,9372,143,120,472,20,27,205,312,164,7,11,6,2,100,22,8600000US98502,35259.0,1916.0,10671,9536,150,131,478,22,127,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
32312,10328,10143,8840,1043,19,175,2,4,60,185,141,5,1,1,0,23,14,8600000US32312,47825.0,2655.0,10328,8981,1048,20,176,2,27,2,17,8.5,3.0,1,6,6.0,4.5,5,36,7.2,3.7
93536,15176,13307,11122,1229,105,510,28,27,286,1869,903,18,45,6,3,752,142,8600000US93536,26408.0,961.0,15176,12025,1247,150,516,31,779,0,0,0.0,0.0,2,191,95.5,4.25,0,0,0.0,0.0
45242,8525,8462,7778,271,6,356,0,4,47,63,45,1,1,2,0,11,3,8600000US45242,51608.0,3425.0,8525,7823,272,7,358,0,15,4,54,13.5,3.38,7,244,34.86,3.5,17,210,12.35,2.88
41179,3185,3170,3139,3,9,0,0,0,19,15,14,0,0,0,0,1,0,8600000US41179,19518.0,2722.0,3185,3153,3,9,0,0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
03833,7470,7438,7300,23,13,50,1,4,47,32,23,1,0,0,0,8,0,8600000US03833,46910.0,2431.0,7470,7323,24,13,50,1,12,2,100,50.0,3.5,2,199,99.5,3.0,0,0,0.0,0.0
21220,14188,14022,12091,1660,66,92,3,8,102,166,85,10,1,3,0,55,12,8600000US21220,30731.0,1551.0,14188,12176,1670,67,95,3,63,2,11,5.5,4.25,1,27,27.0,4.5,3,7,2.33,1.83
60402,22225,16956,15972,193,30,420,1,26,314,5269,2434,30,43,10,2,2511,239,8600000US60402,23692.0,1053.0,22225,18406,223,73,430,3,2537,15,480,32.0,3.17,54,4760,88.15,6.24,42,1486,35.38,2.71
22601,10321,9949,8719,966,23,124,2,8,107,372,159,4,3,0,0,187,19,8600000US22601,28486.0,1332.0,10321,8878,970,26,124,2,195,9,391,43.44,3.28,20,577,28.85,3.9,22,295,13.41,2.57
12078,9814,9735,9489,109,17,47,2,4,67,79,48,4,1,0,0,19,7,8600000US12078,23367.0,1436.0,9814,9537,113,18,47,2,23,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
96816,17536,17122,3767,53,10,10632,784,10,1866,414,137,3,5,40,17,50,162,8600000US96816,41388.0,1850.0,17536,3904,56,15,10672,801,60,22,3390,154.09,3.55,17,4572,268.94,3.5,40,9285,232.12,2.94
88001,13570,6312,5383,316,182,174,5,34,218,7258,3813,43,121,8,3,2941,329,8600000US88001,16501.0,1358.0,13570,9196,359,303,182,8,2975,12,220,18.33,3.0,51,3926,76.98,7.24,46,479,10.41,2.89
35071,5435,5411,5293,56,8,20,1,0,33,24,16,0,0,1,0,6,1,8600000US35071,29951.0,2220.0,5435,5309,56,8,21,1,6,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
76230,3824,3738,3685,1,14,11,1,0,26,86,45,0,1,0,0,33,7,8600000US76230,27647.0,3290.0,3824,3730,1,15,11,1,33,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
95240,15685,12138,10874,64,106,624,12,36,422,3547,1381,14,59,19,1,1845,228,8600000US95240,21972.0,942.0,15685,12255,78,165,643,13,1881,0,0,0.0,0.0,3,24,8.0,3.83,3,33,11.0,1.67
50310,13435,13193,12050,686,35,235,3,18,166,242,92,6,4,1,0,122,17,8600000US50310,31317.0,1532.0,13435,12142,692,39,236,3,140,8,219,27.38,3.25,9,112,12.44,3.61,25,322,12.88,3.08
48117,3637,3598,3460,87,9,3,1,1,37,39,27,1,1,0,0,6,4,8600000US48117,29453.0,2043.0,3637,3487,88,10,3,1,7,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
72801,6555,6400,5843,342,49,67,0,3,96,155,66,5,2,0,0,75,7,8600000US72801,15271.0,957.0,6555,5909,347,51,67,0,78,2,26,13.0,2.75,11,93,8.45,3.91,20,136,6.8,2.73
37206,11005,10791,6003,4458,50,57,17,16,190,214,85,12,2,0,0,100,15,8600000US37206,31793.0,2194.0,11005,6088,4470,52,57,17,116,1,35,35.0,3.0,16,2464,154.0,4.03,16,281,17.56,2.5
07740,12713,10969,8427,2037,16,189,5,59,236,1744,994,96,17,4,0,492,141,8600000US07740,32915.0,1797.0,12713,9421,2133,33,193,5,551,7,99,14.14,3.36,13,537,41.31,4.08,7,163,23.29,3.36
67206,5573,5463,4936,211,27,199,2,5,83,110,68,1,3,1,0,29,8,8600000US67206,54097.0,5002.0,5573,5004,212,30,200,2,34,5,229,45.8,3.3,8,326,40.75,3.38,15,293,19.53,2.8
64076,3302,3286,3203,37,11,5,1,0,29,16,12,0,0,0,0,4,0,8600000US64076,26016.0,3055.0,3302,3215,37,11,5,1,4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
70094,11843,11426,7137,3798,81,306,2,9,93,417,242,19,9,2,0,101,44,8600000US70094,18508.0,1171.0,11843,7379,3817,90,308,2,110,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
60142,2977,2885,2805,8,3,49,0,2,18,92,55,0,2,0,0,31,4,8600000US60142,38370.0,2362.0,2977,2860,8,5,49,0,33,2,6,3.0,3.25,3,122,40.67,3.0,11,200,18.18,2.45
48377,5305,5225,4762,136,13,243,0,6,65,80,56,1,3,1,0,14,5,8600000US48377,41466.0,2282.0,5305,4818,137,16,244,0,20,6,143,23.83,3.0,4,138,34.5,3.12,12,478,39.83,2.88
93247,4236,1795,1628,7,30,70,2,4,54,2441,796,9,24,2,3,1503,104,8600000US93247,13698.0,1158.0,4236,2424,16,54,72,5,1507,1,14,14.0,4.0,2,50,25.0,4.25,0,0,0.0,0.0
21613,6994,6948,4578,2299,10,27,0,1,33,46,17,8,0,1,0,17,3,8600000US21613,30764.0,3341.0,6994,4595,2307,10,28,0,18,2,13,6.5,2.0,3,76,25.33,2.83,7,36,5.14,2.14
29575,12745,12555,11729,595,37,107,7,4,76,190,114,2,3,1,1,63,6,8600000US29575,30142.0,2326.0,12745,11843,597,40,108,8,67,7,134,19.14,2.71,4,100,25.0,3.12,18,192,10.67,3.14
35504,5138,5101,5003,42,17,16,1,0,22,37,23,0,0,0,0,12,2,8600000US35504,24611.0,2357.0,5138,5026,42,17,16,1,12,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
77355,4704,4359,4258,30,21,9,2,1,38,345,219,1,1,0,0,107,17,8600000US77355,37189.0,3195.0,4704,4477,31,22,9,2,108,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
76262,5579,5357,5149,60,30,49,2,1,66,222,128,1,3,0,0,72,18,8600000US76262,50725.0,2992.0,5579,5277,61,33,49,2,73,2,83,41.5,2.25,9,726,80.67,3.39,17,355,20.88,2.47
62286,2538,2521,2215,272,4,8,0,0,22,17,12,1,0,0,0,4,0,8600000US62286,29014.0,3640.0,2538,2227,273,4,8,0,4,2,12,6.0,3.25,2,10,5.0,2.5,4,12,3.0,2.5
32542,2521,2293,1796,368,11,54,7,8,49,228,108,10,3,3,0,92,12,8600000US32542,19813.0,3310.0,2521,1904,378,14,57,7,100,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
44483,11916,11825,10635,1054,15,30,0,6,85,91,60,7,1,2,0,15,6,8600000US44483,22502.0,1229.0,11916,10695,1061,16,32,0,21,1,4,4.0,3.0,0,0,0.0,0.0,2,4,2.0,1.5
30078,9630,9323,8332,652,19,223,1,5,91,307,162,12,3,0,0,108,22,8600000US30078,31024.0,2135.0,9630,8494,664,22,223,1,113,6,235,39.17,3.0,5,218,43.6,2.5,28,598,21.36,2.64
49107,4169,4120,3849,197,17,15,0,1,41,49,23,2,2,0,0,16,6,8600000US49107,24336.0,1605.0,4169,3872,199,19,15,0,17,1,5,5.0,3.5,0,0,0.0,0.0,2,9,4.5,2.5
34234,8331,7970,4960,2830,30,42,2,9,97,361,225,22,2,0,0,77,35,8600000US34234,21082.0,2013.0,8331,5185,2852,32,42,2,86,4,90,22.5,3.0,15,671,44.73,4.03,10,129,12.9,3.3
98374,10189,9896,9137,190,88,251,31,18,181,293,155,4,2,6,0,102,24,8600000US98374,33386.0,1714.0,10189,9292,194,90,257,31,120,5,458,91.6,3.2,11,730,66.36,3.45,24,996,41.5,2.88
78408,3585,1197,886,257,12,16,1,6,19,2388,1374,9,18,2,0,892,93,8600000US78408,16960.0,1518.0,3585,2260,266,30,18,1,898,1,17,17.0,3.0,20,158,7.9,3.95,7,26,3.71,2.07
43026,17769,17500,16264,445,28,572,4,12,175,269,149,8,1,1,0,95,15,8600000US43026,37741.0,1397.0,17769,16413,453,29,573,4,107,5,225,45.0,3.3,9,542,60.22,3.67,15,263,17.53,2.97
07849,2660,2575,2519,19,2,14,0,1,20,85,61,1,0,0,0,18,5,8600000US07849,42821.0,4024.0,2660,2580,20,2,14,0,19,1,14,14.0,3.0,1,7,7.0,3.5,2,24,12.0,2.25
35661,6401,6358,5457,831,17,21,0,1,31,43,25,5,2,0,0,10,1,8600000US35661,26638.0,1593.0,6401,5482,836,19,21,0,11,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
30233,6483,6407,5129,1197,20,15,3,1,42,76,49,6,0,0,0,14,7,8600000US30233,24573.0,5056.0,6483,5178,1203,20,15,3,15,0,0,0.0,0.0,2,52,26.0,2.25,7,28,4.0,1.29
37421,16676,16467,14018,1918,39,360,1,8,123,209,125,2,2,1,0,64,15,8600000US37421,32504.0,1433.0,16676,14143,1920,41,361,1,72,6,220,36.67,3.25,9,359,39.89,3.44,18,213,11.83,2.86
10550,13833,12591,2278,9346,41,221,10,140,555,1242,486,147,12,5,0,473,119,8600000US10550,23387.0,1219.0,13833,2764,9493,53,226,10,613,21,368,17.52,3.07,8,312,39.0,3.44,25,425,17.0,2.18
27524,3932,3724,3360,330,15,5,0,0,14,208,77,3,3,0,0,115,10,8600000US27524,22346.0,2087.0,3932,3437,333,18,5,0,115,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
98337,2869,2710,2260,157,53,89,18,12,121,159,74,7,4,8,1,48,17,8600000US98337,25663.0,2404.0,2869,2334,164,57,97,19,60,3,344,114.67,3.5,8,870,108.75,3.5,8,183,22.88,2.62
01507,3788,3770,3730,7,4,10,1,2,16,18,14,1,0,0,0,3,0,8600000US01507,39167.0,3312.0,3788,3744,8,4,10,1,5,0,0,0.0,0.0,0,0,0.0,0.0,3,38,12.67,2.0
95765,5238,4922,4441,66,21,265,5,5,119,316,196,1,3,6,2,86,22,8600000US95765,42341.0,2011.0,5238,4637,67,24,271,7,91,4,798,199.5,3.38,20,3304,165.2,3.52,24,2752,114.67,2.94
45103,9501,9435,9141,114,23,100,4,2,51,66,44,0,1,0,0,16,5,8600000US45103,29695.0,1758.0,9501,9185,114,24,100,4,18,0,0,0.0,0.0,1,1,1.0,5.0,0,0,0.0,0.0
13760,18698,18528,17806,331,29,235,4,11,112,170,111,6,1,2,0,41,9,8600000US13760,30955.0,1262.0,18698,17917,337,30,237,4,52,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
28403,13915,13625,11693,1615,53,135,6,10,113,290,156,27,3,1,1,79,23,8600000US28403,25146.0,1534.0,13915,11849,1642,56,136,7,89,9,480,53.33,3.28,16,953,59.56,3.5,18,178,9.89,2.92
72335,6388,6333,3137,3121,11,32,0,0,32,55,29,9,1,0,0,13,3,8600000US72335,15217.0,1312.0,6388,3166,3130,12,32,0,13,1,14,14.0,2.5,4,70,17.5,3.25,9,73,8.11,2.5
98226,22045,21430,19685,147,663,567,16,40,312,615,290,6,26,7,4,240,42,8600000US98226,31475.0,1524.0,22045,19975,153,689,574,20,280,5,164,32.8,2.9,15,933,62.2,3.63,18,307,17.06,2.56
96790,2534,2429,1571,5,6,472,111,3,261,105,45,0,3,5,6,20,26,8600000US96790,40341.0,5113.0,2534,1616,5,9,477,117,23,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
06067,7557,7379,6829,236,3,238,2,2,69,178,113,3,2,0,0,49,11,8600000US06067,44956.0,3409.0,7557,6942,239,5,238,2,51,3,104,34.67,3.83,1,142,142.0,3.0,5,52,10.4,2.5
33714,7966,7725,7186,161,48,229,5,8,88,241,153,5,7,1,0,60,15,8600000US33714,19670.0,1259.0,7966,7339,166,55,230,5,68,6,459,76.5,3.08,10,612,61.2,3.3,28,506,18.07,2.68
53209,19264,18952,7516,11022,52,185,2,7,168,312,113,65,2,2,1,105,24,8600000US53209,20313.0,766.0,19264,7629,11087,54,187,3,112,3,35,11.67,3.83,3,29,9.67,2.5,7,49,7.0,1.86
75180,6163,4985,3702,1102,52,40,2,5,82,1178,449,14,12,0,0,653,50,8600000US75180,14709.0,961.0,6163,4151,1116,64,40,2,658,6,126,21.0,2.92,15,110,7.33,3.5,21,229,10.9,2.36
38105,3671,3625,403,3085,1,95,0,2,39,46,20,15,0,1,0,7,3,8600000US38105,16697.0,2708.0,3671,423,3100,1,96,0,9,4,121,30.25,2.75,8,474,59.25,3.5,18,156,8.67,2.5
66049,8195,8009,7230,339,97,226,3,8,106,186,105,3,1,2,0,60,15,8600000US66049,38219.0,1888.0,8195,7335,342,98,228,3,68,1,48,48.0,4.5,2,62,31.0,2.25,5,33,6.6,2.0
78721,3099,1898,176,1691,7,2,0,4,18,1201,459,19,13,0,1,675,34,8600000US78721,20187.0,1757.0,3099,635,1710,20,2,1,679,0,0,0.0,0.0,22,643,29.23,4.2,13,271,20.85,2.19
62401,7650,7604,7510,17,10,32,0,0,35,46,24,0,1,0,0,17,4,8600000US62401,30139.0,2247.0,7650,7534,17,11,32,0,17,3,53,17.67,3.0,5,178,35.6,3.5,18,147,8.17,3.08
16511,4456,4349,4104,202,2,10,0,4,27,107,44,5,0,0,1,52,5,8600000US16511,26624.0,1696.0,4456,4148,207,2,10,1,56,1,18,18.0,3.5,0,0,0.0,0.0,0,0,0.0,0.0
48074,3117,3093,3020,33,9,3,1,1,26,24,16,0,2,0,0,6,0,8600000US48074,26586.0,2567.0,3117,3036,33,11,3,1,7,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
33304,9655,8934,7199,1207,23,119,5,19,362,721,500,32,5,4,0,139,41,8600000US33304,45069.0,5858.0,9655,7699,1239,28,123,5,158,13,1716,132.0,3.12,25,5647,225.88,3.84,27,827,30.63,2.57
86047,4020,3267,1661,101,1426,29,2,1,47,753,316,5,22,0,0,372,38,8600000US86047,14594.0,1275.0,4020,1977,106,1448,29,2,373,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
36701,9847,9801,4727,4969,10,45,0,2,48,46,13,18,0,3,0,8,4,8600000US36701,19688.0,1207.0,9847,4740,4987,10,48,0,10,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
29566,4931,4890,4155,683,13,12,1,2,24,41,28,3,1,0,0,7,2,8600000US29566,27831.0,1923.0,4931,4183,686,14,12,1,9,0,0,0.0,0.0,1,93,93.0,3.5,1,1,1.0,1.0
83686,10426,9478,9172,23,72,59,13,6,133,948,305,6,11,2,0,572,52,8600000US83686,21683.0,1035.0,10426,9477,29,83,61,13,578,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
93230,17681,12596,10755,800,131,407,28,25,450,5085,1877,23,102,10,2,2774,297,8600000US93230,24361.0,1387.0,17681,12632,823,233,417,30,2799,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
39571,6419,6337,5239,929,29,78,3,6,53,82,48,7,1,0,0,17,9,8600000US39571,27224.0,2332.0,6419,5287,936,30,78,3,23,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
15220,8817,8763,7663,426,3,550,1,14,106,54,41,1,2,0,0,7,3,8600000US15220,37144.0,1809.0,8817,7704,427,5,550,1,21,9,458,50.89,3.44,11,420,38.18,3.41,17,191,11.24,2.71
17404,23044,22073,20262,1431,23,172,5,13,167,971,322,56,8,1,1,521,62,8600000US17404,29583.0,1323.0,23044,20584,1487,31,173,6,534,6,95,15.83,3.17,5,196,39.2,2.7,18,128,7.11,2.86
68503,6317,6015,4726,501,87,525,5,16,155,302,117,6,6,1,1,151,20,8600000US68503,17567.0,1438.0,6317,4843,507,93,526,6,167,9,270,30.0,3.56,23,358,15.57,3.87,28,252,9.0,2.86
75652,4666,4434,3259,1117,16,8,0,0,34,232,86,4,2,0,0,126,14,8600000US75652,20816.0,2231.0,4666,3345,1121,18,8,0,126,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
45177,8234,8189,7786,297,12,33,0,2,59,45,31,1,0,0,0,10,3,8600000US45177,26845.0,2347.0,8234,7817,298,12,33,0,12,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
40356,11486,11395,10915,344,30,29,2,1,74,91,40,1,1,0,0,38,11,8600000US40356,29364.0,1483.0,11486,10955,345,31,29,2,39,2,18,9.0,3.25,2,34,17.0,3.5,1,2,2.0,1.0
34769,7214,6655,6396,107,32,43,2,1,74,559,359,23,6,0,1,139,31,8600000US34769,22068.0,2549.0,7214,6755,130,38,43,3,140,4,99,24.75,3.5,7,286,40.86,3.64,14,175,12.5,3.36
38119,9755,9617,8214,1052,12,249,2,7,81,138,90,2,0,0,0,37,9,8600000US38119,37616.0,3515.0,9755,8304,1054,12,249,2,44,10,530,53.0,3.5,16,827,51.69,3.56,23,318,13.83,2.59
63016,2685,2666,2636,1,8,2,0,0,19,19,13,0,0,0,0,6,0,8600000US63016,29110.0,4207.0,2685,2649,1,8,2,0,6,0,0,0.0,0.0,0,0,0.0,0.0,1,4,4.0,2.5
97013,6876,6435,6269,11,40,44,1,1,69,441,201,3,6,2,1,205,23,8600000US97013,30725.0,1751.0,6876,6470,14,46,46,2,206,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
10801,12749,10362,6077,3668,14,321,4,35,243,2387,1435,71,15,6,2,697,161,8600000US10801,31032.0,1610.0,12749,7512,3739,29,327,6,732,15,224,14.93,3.03,21,1048,49.9,3.9,17,181,10.65,2.59
80031,10975,9577,8871,124,40,413,4,3,122,1398,761,5,25,5,2,527,73,8600000US80031,35538.0,1608.0,10975,9632,129,65,418,6,530,11,396,36.0,3.27,21,1162,55.33,3.52,19,426,22.42,2.45
78501,18696,4293,3868,89,18,252,3,3,60,14403,11470,19,48,7,3,2428,428,8600000US78501,17546.0,905.0,18696,15338,108,66,259,6,2431,7,202,28.86,3.07,72,2520,35.0,5.4,30,209,6.97,2.9
27705,17329,16502,11809,3617,45,772,1,20,238,827,258,22,4,2,1,493,47,8600000US27705,34276.0,2072.0,17329,12067,3639,49,774,2,513,1,25,25.0,3.5,2,20,10.0,3.0,7,214,30.57,2.79
44413,3115,3105,3082,4,3,1,0,0,15,10,7,0,0,0,0,2,1,8600000US44413,21581.0,1936.0,3115,3089,4,3,1,0,2,0,0,0.0,0.0,0,0,0.0,0.0,1,7,7.0,2.0
